"year.x","GPA.Range","major1","major2","survey_plans","survey_internships","survey_salary","Gender","IPEDS.Race.Ethnicity","latin_honors","Combined Bacc and Masters","Region"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",52000,"Female","White","0","0","Unknown"
"2020","3.50 - 4.00","Marketing","0","seeking employment","One",52222.7320665083,"Male","White","1","0","Unknown"
"2019","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",71000,"Male","White","1","0","Unknown"
"2020","3.00 - 3.49","Accountancy","0","other","None",59043.2557101449,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","continuing education","One",52222.7320665083,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Business Economics","0","seeking employment","One",61136.1842105263,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","seeking continuing education","MoreThanOne",56790.6666666667,"Female","Non-Resident Alien","0","0","Unknown"
"2020","3.50 - 4.00","Human Capital Mgmt & Leadership","0","seeking employment","MoreThanOne",53689.2972972973,"Male","Non-Resident Alien","1","0","Unknown"
"2020","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","1","0","Unknown"
"2019","2.50 - 2.99","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",55000,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",80000,"Male","White","0","0","Unknown"
"2021","2.50 - 2.99","Human Capital Mgmt & Leadership","0","seeking employment","None",53689.2972972973,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",60000,"Male","Multi Racial","1","0","Unknown"
"2019","2.50 - 2.99","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",55000,"Female","White","0","0","Unknown"
"2021","2.00 - 2.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",56790.6666666667,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","seeking employment","None",52222.7320665083,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Business Economics","0","seeking employment","One",61136.1842105263,"Male","White","0","1","Unknown"
"2020","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","continuing education","None",61083.6580406654,"Female","Non-Resident Alien","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Business Economics","0","seeking employment","One",61136.1842105263,"Male","White","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","continuing education","One",52222.7320665083,"Female","White","1","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",44000,"Female","Black or African American","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","1","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",80000,"Female","White","1","0","Unknown"
"2021","3.00 - 3.49","Finance","0","continuing education","MoreThanOne",61083.6580406654,"Female","White","0","0","Unknown"
"2020","2.50 - 2.99","Information Systems","0","seeking employment","One",64824.4565217391,"Male","White","0","0","Unknown"
"2021","3.50 - 4.00","Finance","1","accepted fulltime job","None",50000,"Male","White","1","0","Unknown"
"2021","3.00 - 3.49","Business Economics","0","continuing education","None",61136.1842105263,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Female","White","0","0","Unknown"
"2021","3.50 - 4.00","Information Systems","0","seeking employment","MoreThanOne",64824.4565217391,"Female","White","1","0","Unknown"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",35000,"Female","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",48500,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","continuing education","None",52222.7320665083,"Female","Hispanic/Latino","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Female","White","0","0","Unknown"
"2019","3.50 - 4.00","Finance","1","accepted fulltime job","One",66000,"Female","Asian","1","0","Unknown"
"2021","2.50 - 2.99","Finance","0","continuing education","MoreThanOne",61083.6580406654,"Male","Non-Resident Alien","0","0","Unknown"
"2019","2.50 - 2.99","Information Systems","0","accepted fulltime job","One",64824.4565217391,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","seeking employment","None",61083.6580406654,"Male","White","0","0","Unknown"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",60000,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",62500,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",61500,"Male","White","0","0","Unknown"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","1","0","Unknown"
"2021","2.50 - 2.99","Supply Chain & Operations Mgmt","0","seeking employment","One",56790.6666666667,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",50000,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","None",52222.7320665083,"Female","Hispanic/Latino","0","0","Unknown"
"2021","2.50 - 2.99","Human Capital Mgmt & Leadership","0","seeking continuing education","MoreThanOne",53689.2972972973,"Female","Hispanic/Latino","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","1","0","Unknown"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","One",51000,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",53689.2972972973,"Female","White","0","0","Unknown"
"2021","3.50 - 4.00","Business Economics","0","seeking employment","MoreThanOne",61136.1842105263,"Male","White","1","0","Unknown"
"2021","2.50 - 2.99","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","One",50000,"Female","White","1","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","One",60000,"Female","White","1","0","Unknown"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","Non-Resident Alien","1","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","continuing education","MoreThanOne",52222.7320665083,"Male","Multi Racial","0","0","Unknown"
"2019","2.50 - 2.99","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","0","0","Unknown"
"2020","3.50 - 4.00","Marketing","0","accepted parttime job","One",52222.7320665083,"Male","White","1","0","Unknown"
"2019","3.00 - 3.49","Accountancy","0","continuing education","None",59043.2557101449,"Female","White","0","0","Unknown"
"2020","3.50 - 4.00","Finance","1","seeking employment","One",61083.6580406654,"Male","White","1","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","One",65000,"Female","White","1","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","not seeking employment","One",52222.7320665083,"Female","White","1","0","Unknown"
"2019","3.00 - 3.49","Supply Chain & Operations Mgmt","0","seeking employment","MoreThanOne",56790.6666666667,"Female","Hispanic/Latino","0","0","Unknown"
"2020","3.00 - 3.49","Human Capital Mgmt & Leadership","0","seeking employment","MoreThanOne",53689.2972972973,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",72000,"Female","White","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","1","accepted fulltime job","One",52222.7320665083,"Female","White","1","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","1","0","Unknown"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","None",40000,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","None",52222.7320665083,"Male","American Indian or Alaska Native","0","0","Unknown"
"2020","2.50 - 2.99","Marketing","0","continuing education","None",52222.7320665083,"Male","Non-Resident Alien","0","0","Unknown"
"2021","3.50 - 4.00","Finance","0","seeking employment","None",61083.6580406654,"Male","White","1","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",42000,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","continuing education","None",61083.6580406654,"Male","Multi Racial","0","0","Unknown"
"2021","3.00 - 3.49","Accountancy","0","seeking employment","One",59043.2557101449,"Female","White","0","0","Unknown"
"2019","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",52500,"Male","White","1","0","Unknown"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",58000,"Female","White","1","0","Unknown"
"2020","2.50 - 2.99","Marketing","0","seeking employment","One",52222.7320665083,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Unknown"
"2020","3.00 - 3.49","Accountancy","0","continuing education","One",59043.2557101449,"Female","Non-Resident Alien","0","0","Unknown"
"2021","2.50 - 2.99","Business Economics","0","seeking continuing education","One",61136.1842105263,"Female","Non-Resident Alien","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",45000,"Female","White","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",58000,"Male","White","0","0","Unknown"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",31000,"Female","White","1","0","Unknown"
"2021","2.50 - 2.99","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","0","0","Unknown"
"2019","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Human Capital Mgmt & Leadership","0","military service","None",53689.2972972973,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",67000,"Male","White","0","0","Unknown"
"2021","2.50 - 2.99","Supply Chain & Operations Mgmt","0","seeking employment","One",56790.6666666667,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52000,"Female","White","1","0","Unknown"
"2020","2.50 - 2.99","Human Capital Mgmt & Leadership","0","seeking employment","One",53689.2972972973,"Male","Hispanic/Latino","0","0","Unknown"
"2019","3.50 - 4.00","Finance","0","continuing education","One",61083.6580406654,"Male","White","1","0","Unknown"
"2020","2.50 - 2.99","Finance","0","seeking employment","One",61083.6580406654,"Male","Black or African American","0","0","Unknown"
"2021","3.50 - 4.00","Information Systems","0","seeking employment","None",64824.4565217391,"Male","White","1","0","Unknown"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",60000,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","0","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",57000,"Female","White","1","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",56000,"Male","White","0","0","Unknown"
"2021","2.50 - 2.99","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",41000,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","military service","One",52222.7320665083,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",52500,"Female","White","0","0","Unknown"
"2019","3.50 - 4.00","Business Economics","1","accepted fulltime job","MoreThanOne",58000,"Male","White","1","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Male","White","0","0","Unknown"
"2021","2.50 - 2.99","Supply Chain & Operations Mgmt","0","continuing education","None",56790.6666666667,"Male","Hispanic/Latino","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",61083.6580406654,"Female","White","0","0","Unknown"
"2021","2.50 - 2.99","Human Capital Mgmt & Leadership","0","seeking employment","One",53689.2972972973,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Information Systems","0","seeking employment","One",64824.4565217391,"Female","White","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","1","accepted fulltime job","MoreThanOne",45000,"Female","White","1","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","None",52222.7320665083,"Female","Hispanic/Latino","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2021","2.50 - 2.99","Marketing","0","continuing education","MoreThanOne",52222.7320665083,"Female","Non-Resident Alien","0","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",85000,"Male","Asian","1","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Male","White","0","0","Unknown"
"2020","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Male","White","1","0","Unknown"
"2020","3.50 - 4.00","Marketing","0","seeking employment","One",52222.7320665083,"Female","White","1","0","Unknown"
"2021","3.00 - 3.49","Information Systems","0","accepted fulltime job","One",68000,"Female","White","0","0","Unknown"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",45000,"Female","White","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",50000,"Male","White","1","0","Unknown"
"2021","2.00 - 2.49","Information Systems","0","accepted parttime job","None",64824.4565217391,"Male","White","0","0","Unknown"
"2020","2.00 - 2.49","Accountancy","0","seeking employment","MoreThanOne",59043.2557101449,"Male","White","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",40000,"Female","White","1","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",52222.7320665083,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","not seeking employment","None",61083.6580406654,"Male","White","0","0","Unknown"
"2019","2.50 - 2.99","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2020","2.50 - 2.99","Finance","0","continuing education","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","seeking employment","None",53689.2972972973,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Female","Multi Racial","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","seeking employment","One",52222.7320665083,"Male","White","1","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","One",57000,"Female","White","1","0","Unknown"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","1","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","0","Unknown"
"2019","3.50 - 4.00","Business Economics","0","other","MoreThanOne",61136.1842105263,"Male","White","1","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",71000,"Female","Black or African American","1","0","Unknown"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","seeking continuing education","MoreThanOne",56790.6666666667,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","continuing education","MoreThanOne",52222.7320665083,"Female","Hispanic/Latino","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","seeking employment","None",52222.7320665083,"Male","White","1","0","Unknown"
"2020","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",61083.6580406654,"Female","White","1","0","Unknown"
"2021","2.50 - 2.99","Finance","0","seeking employment","None",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Finance","0","continuing education","None",61083.6580406654,"Female","Non-Resident Alien","1","0","Unknown"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","continuing education","None",56790.6666666667,"Female","Non-Resident Alien","0","0","Unknown"
"2021","3.50 - 4.00","Finance","0","continuing education","MoreThanOne",61083.6580406654,"Female","Non-Resident Alien","1","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","military service","One",56790.6666666667,"Male","Hispanic/Latino","0","0","Unknown"
"2019","3.50 - 4.00","Supply Chain & Operations Mgmt","0","continuing education","None",56790.6666666667,"Male","Non-Resident Alien","1","0","Unknown"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","1","0","Unknown"
"2021","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","1","0","Unknown"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",55000,"Male","White","1","1","Unknown"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","Non-Resident Alien","0","0","Unknown"
"2021","2.50 - 2.99","Accountancy","0","military service","One",59043.2557101449,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",75000,"Male","White","1","0","Unknown"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",54000,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2021","2.50 - 2.99","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",45000,"Female","Multi Racial","0","0","Unknown"
"2021","2.00 - 2.49","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","other","None",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Female","Asian","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","2.50 - 2.99","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","1","0","Unknown"
"2021","2.50 - 2.99","Accountancy","0","seeking employment","None",59043.2557101449,"Female","Multi Racial","0","0","Unknown"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",60000,"Female","White","0","0","Unknown"
"2019","3.50 - 4.00","Business Economics","0","seeking employment","None",61136.1842105263,"Female","Non-Resident Alien","1","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","other","One",52222.7320665083,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","seeking employment","MoreThanOne",56790.6666666667,"Female","Multi Racial","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52800,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",70000,"Female","White","0","0","Unknown"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","continuing education","One",52222.7320665083,"Female","Asian","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",43000,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Male","Multi Racial","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","other","One",52222.7320665083,"Female","Hispanic/Latino","1","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",53000,"Female","Hispanic/Latino","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","One",61000,"Female","White","1","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",60000,"Female","Asian","1","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",65000,"Female","Black or African American","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","continuing education","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","1","0","Unknown"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",61083.6580406654,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","seeking employment","None",61083.6580406654,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","seeking employment","MoreThanOne",56790.6666666667,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",84000,"Male","White","1","0","Unknown"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",60000,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",54500,"Male","White","0","1","Unknown"
"2020","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",65000,"Female","Hispanic/Latino","0","0","Unknown"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",65000,"Male","Black or African American","1","1","Unknown"
"2021","3.50 - 4.00","Finance","0","continuing education","One",61083.6580406654,"Male","Non-Resident Alien","1","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",55000,"Female","Non-Resident Alien","1","0","Unknown"
"2021","2.50 - 2.99","Accountancy","0","accepted fulltime job","One",59043.2557101449,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","Multi Racial","0","0","Unknown"
"2019","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",52500,"Female","White","0","0","Unknown"
"2020","3.50 - 4.00","Accountancy","1","continuing education","One",59043.2557101449,"Male","White","1","0","Unknown"
"2019","2.50 - 2.99","Finance","0","seeking employment","One",61083.6580406654,"Male","Non-Resident Alien","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",40000,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Accountancy","1","continuing education","MoreThanOne",59043.2557101449,"Male","Unknown","0","0","Unknown"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","continuing education","None",56790.6666666667,"Male","Non-Resident Alien","0","0","Unknown"
"2019","3.00 - 3.49","Business Analytics","0","continuing education","MoreThanOne",65901.5151515152,"Male","Non-Resident Alien","0","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","continuing education","MoreThanOne",52222.7320665083,"Female","Non-Resident Alien","0","0","Unknown"
"2020","3.00 - 3.49","Business Economics","0","continuing education","None",61136.1842105263,"Female","Non-Resident Alien","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","continuing education","One",52222.7320665083,"Female","White","0","0","Unknown"
"2021","3.50 - 4.00","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","1","0","Unknown"
"2021","3.00 - 3.49","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",54500,"Female","White","1","1","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Female","White","0","0","Unknown"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",57000,"Female","White","1","1","Unknown"
"2019","3.00 - 3.49","Finance","0","other","MoreThanOne",61083.6580406654,"Male","Asian","0","0","Unknown"
"2020","3.50 - 4.00","Human Capital Mgmt & Leadership","0","continuing education","MoreThanOne",53689.2972972973,"Female","White","1","0","Unknown"
"2021","3.50 - 4.00","Accountancy","0","continuing education","None",59043.2557101449,"Male","Non-Resident Alien","1","0","Unknown"
"2020","2.50 - 2.99","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","continuing education","None",52222.7320665083,"Female","Hispanic/Latino","1","0","Unknown"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",55000,"Male","Multi Racial","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",40000,"Female","White","0","0","Unknown"
"2019","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",78000,"Female","White","0","0","Unknown"
"2019","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",45000,"Female","Hispanic/Latino","0","0","Unknown"
"2020","2.50 - 2.99","Accountancy","0","seeking employment","None",59043.2557101449,"Female","Black or African American","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",53500,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",45000,"Female","White","0","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",40800,"Female","White","1","0","Unknown"
"2020","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",28000,"Female","Non-Resident Alien","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","continuing education","One",52222.7320665083,"Male","Hispanic/Latino","0","0","Unknown"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",59043.2557101449,"Female","Asian","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","seeking employment","None",52222.7320665083,"Female","Non-Resident Alien","1","0","Unknown"
"2019","3.50 - 4.00","Marketing","0","seeking employment","One",52222.7320665083,"Female","White","1","0","Unknown"
